device_id,brand,os,usage_type,battery_capacity_wh,cpu_tdp_w,ram_gb,screen_size_inch,refresh_rate_hz,brightness_percent,cpu_usage_percent,gpu_usage_percent,wifi_on,bluetooth_on,temperature_c,battery_age_months,battery_health_percent,battery_life_hours
LAP02749,Dell,Windows,Gaming,45.8,37.7,32,14.4,144,56,35,65,1,1,38.3,59,85.3,1.32
LAP02750,Lenovo,Windows,Office,41.7,33.4,8,13.2,75,30,93,17,1,1,40.8,45,87.6,1.76
LAP02751,Acer,Windows,Gaming,54.7,9.3,8,13.2,75,75,8,26,1,0,35.7,47,88.5,3.76
LAP02752,ASUS,Windows,Gaming,56.2,27.5,4,15.3,120,44,16,38,1,1,36.7,51,85.0,2.18
LAP02753,Dell,Windows,Coding,50.9,43.3,8,16.3,144,88,57,50,1,1,42.5,15,97.8,1.57
LAP02754,Lenovo,Windows,Video,76.9,20.1,8,14.0,120,64,65,18,1,1,39.7,59,82.5,3.19
LAP02755,ASUS,Windows,Video,61.2,16.7,32,14.9,120,81,23,95,1,1,44.1,42,86.5,3.05
LAP02756,ASUS,Windows,Coding,66.1,28.9,16,14.1,60,33,60,87,1,0,46.5,0,98.6,3.14
LAP02757,MSI,Windows,Office,66.5,22.4,16,14.8,120,96,13,33,1,1,31.0,47,88.0,4.28
LAP02758,Dell,Windows,Browsing,56.6,8.0,32,17.3,60,53,29,88,1,0,39.2,53,81.8,4.94
LAP02759,HP,macOS,Office,58.3,22.3,32,17.3,60,79,58,23,1,1,40.7,5,98.1,3.94
LAP02760,Dell,Windows,Coding,42.1,19.2,16,14.4,60,83,51,24,1,1,38.7,14,93.5,2.79
LAP02761,Lenovo,Windows,Browsing,64.8,23.4,8,14.3,90,89,45,75,0,1,41.3,32,85.9,3.86
LAP02762,ASUS,macOS,Browsing,50.0,8.0,8,15.6,60,70,55,93,1,1,45.1,6,94.1,4.02
LAP02763,Dell,Windows,Browsing,45.4,29.4,16,15.2,75,61,54,69,1,0,36.3,7,98.9,2.77
LAP02764,HP,macOS,Video,74.5,8.0,16,16.0,144,40,11,29,1,1,34.8,52,82.4,4.22
LAP02765,MSI,Windows,Gaming,35.0,34.0,16,14.8,60,24,31,96,1,1,44.8,41,82.6,1.2
LAP02766,Dell,Windows,Gaming,80.8,37.9,16,14.7,60,85,52,78,1,1,44.7,58,78.7,2.1
LAP02767,Acer,Windows,Office,79.6,8.0,32,15.6,60,89,59,92,1,1,52.4,29,94.8,5.49
LAP02768,MSI,Linux,Gaming,51.7,40.5,16,15.3,165,80,67,53,0,1,43.7,6,99.4,1.52
LAP02769,HP,Windows,Video,81.8,23.6,64,14.3,144,27,10,77,1,1,36.9,39,86.6,4.06
LAP02770,Lenovo,macOS,Coding,41.7,37.9,32,15.2,60,85,39,24,1,0,41.2,60,80.3,1.87
LAP02771,ASUS,Windows,Coding,69.9,36.2,8,15.2,165,81,36,4,1,1,32.0,44,86.1,2.83
LAP02772,Dell,Linux,Browsing,55.3,8.0,4,11.6,60,39,82,1,1,1,38.5,13,95.7,6.49
LAP02773,HP,Windows,Gaming,30.0,14.8,8,14.9,120,23,10,79,1,1,37.3,60,79.2,1.25
LAP02774,MSI,Windows,Office,45.5,44.4,16,16.3,90,34,67,62,1,0,40.5,54,85.5,1.58
LAP02775,Acer,macOS,Office,52.4,10.1,16,14.4,60,75,22,53,1,1,38.9,2,98.2,4.84
LAP02776,HP,macOS,Coding,66.7,29.3,8,14.0,60,39,35,37,1,1,39.8,25,92.5,4.51
LAP02777,Apple,Windows,Office,47.8,15.9,32,14.0,144,43,56,16,1,1,36.5,43,90.5,2.96
LAP02778,Acer,Windows,Office,50.9,14.2,8,15.5,60,28,20,30,1,1,35.8,57,82.7,4.08
LAP02779,MSI,Windows,Coding,63.1,24.8,32,13.6,75,40,60,0,1,0,38.1,33,92.7,3.69
LAP02780,Lenovo,Windows,Browsing,62.3,51.3,16,15.3,120,60,71,5,1,1,40.0,29,88.6,2.1
LAP02781,ASUS,Windows,Video,53.6,34.2,4,15.2,60,32,99,94,1,1,48.6,29,94.0,1.85
LAP02782,MSI,Windows,Coding,50.5,12.4,8,13.1,144,24,66,69,1,0,41.3,56,86.7,2.57
LAP02783,Lenovo,Windows,Coding,69.1,27.3,8,16.3,60,83,85,35,1,1,47.2,28,92.6,3.06
LAP02784,Dell,Windows,Coding,50.4,8.0,4,16.8,60,65,56,7,1,1,35.0,36,86.7,4.14
LAP02785,HP,Windows,Coding,37.2,8.0,16,15.4,144,97,9,92,1,1,37.4,43,88.7,2.1
LAP02786,Apple,Windows,Coding,49.1,27.0,8,15.1,165,90,57,72,1,0,45.6,24,93.3,1.94
LAP02787,Acer,Windows,Coding,63.2,33.6,32,14.3,144,89,84,85,1,0,46.8,3,97.7,2.18
LAP02788,Acer,Windows,Video,52.8,43.7,8,14.4,60,78,21,9,1,1,40.0,58,84.6,2.36
LAP02789,HP,Windows,Video,47.5,29.5,4,14.4,240,95,35,23,1,0,33.2,0,100.0,1.75
LAP02790,Apple,Windows,Gaming,36.2,25.1,16,16.0,60,70,20,62,1,1,35.0,7,98.2,1.8
LAP02791,HP,Windows,Browsing,52.8,20.9,16,15.8,60,35,61,39,0,1,39.7,52,85.9,4.09
LAP02792,Dell,Linux,Office,58.4,31.3,16,12.2,144,70,25,1,1,1,35.7,51,86.8,3.2
LAP02793,Lenovo,Windows,Gaming,39.9,10.4,8,12.9,60,61,45,19,0,1,37.1,56,84.5,2.44
LAP02794,MSI,macOS,Office,52.2,16.9,4,13.8,90,30,43,80,1,1,43.2,56,84.5,3.09
LAP02795,Acer,Windows,Browsing,38.6,10.8,8,14.3,165,87,41,32,1,1,42.3,1,100.0,3.11
LAP02796,Dell,Linux,Coding,53.1,18.7,16,15.6,60,71,45,13,1,0,30.0,16,96.0,3.89
LAP02797,Lenovo,Windows,Browsing,80.9,16.3,4,14.2,90,92,57,95,1,1,39.4,55,83.2,4.98
LAP02798,Dell,Windows,Browsing,57.6,15.5,16,15.6,60,29,78,53,1,0,41.7,40,85.6,4.04
LAP02799,Apple,Windows,Gaming,31.3,17.3,32,17.2,144,91,36,54,1,1,38.2,60,84.6,1.11
LAP02800,Acer,Windows,Coding,60.0,27.5,8,14.2,90,82,29,36,1,1,32.4,58,81.0,2.8
LAP02801,MSI,Windows,Office,74.7,40.2,32,13.7,60,55,57,87,1,1,47.7,51,84.6,2.95
LAP02802,HP,Windows,Gaming,34.2,28.5,8,13.4,60,64,68,83,1,1,45.2,42,91.7,1.24
LAP02803,HP,Windows,Gaming,39.3,18.1,16,13.6,75,25,37,5,1,1,38.7,48,85.3,2.14
LAP02804,Lenovo,Windows,Office,58.9,30.3,32,15.8,120,25,42,32,1,1,37.3,22,93.0,2.9
LAP02805,MSI,Windows,Office,53.7,26.3,8,16.1,75,85,96,49,0,1,45.1,20,92.9,2.36
LAP02806,ASUS,macOS,Video,73.2,27.0,32,15.9,60,92,83,91,1,1,44.1,28,93.7,2.77
LAP02807,Apple,Windows,Video,52.3,24.7,8,13.5,120,83,12,74,1,1,37.3,4,100.0,3.19
LAP02808,Lenovo,Windows,Coding,67.4,45.7,8,14.5,60,57,5,99,1,0,42.0,31,95.8,3.51
LAP02809,ASUS,Windows,Gaming,77.9,26.2,16,14.5,144,88,78,83,0,1,47.7,20,93.7,2.38
LAP02810,Dell,Linux,Coding,42.0,18.3,64,17.3,60,80,63,69,0,1,45.0,57,81.8,1.97
LAP02811,Apple,Windows,Office,66.2,15.7,32,15.4,120,97,39,71,1,1,39.0,8,96.3,3.92
LAP02812,Dell,Windows,Coding,49.0,35.8,8,15.2,60,93,20,82,1,1,36.2,6,96.7,2.63
LAP02813,MSI,Windows,Office,30.0,10.8,16,15.4,120,82,18,78,1,0,36.6,17,91.4,2.01
LAP02814,Acer,Windows,Video,62.1,41.3,8,14.4,144,90,9,85,1,1,39.3,14,94.9,2.53
LAP02815,Apple,Windows,Coding,64.0,8.0,16,15.6,120,39,84,50,1,0,40.9,57,84.5,3.62
LAP02816,ASUS,Linux,Browsing,31.8,39.7,16,14.3,120,94,25,65,1,1,37.5,24,88.6,1.61
LAP02817,Acer,Linux,Coding,48.2,34.6,8,17.0,144,96,62,60,1,0,39.9,47,88.0,1.46
LAP02818,HP,Windows,Office,45.7,19.7,16,13.8,75,83,61,27,1,1,36.6,15,97.5,3.17
LAP02819,ASUS,Linux,Office,67.1,16.0,32,15.3,60,100,15,99,1,1,42.3,60,80.1,4.47
LAP02820,Lenovo,Windows,Coding,31.8,39.8,16,15.9,144,56,75,99,1,1,47.1,19,99.2,1.08
LAP02821,HP,Windows,Office,56.6,46.6,32,14.9,120,55,12,43,1,1,38.0,44,90.1,2.65
LAP02822,HP,Windows,Video,30.0,17.6,8,15.2,60,29,85,81,1,1,45.6,36,91.6,1.46
LAP02823,Lenovo,Windows,Browsing,60.7,32.0,64,14.7,60,53,98,11,1,1,45.7,33,93.6,3.1
LAP02824,Apple,Windows,Coding,56.9,36.8,8,13.7,75,64,18,82,1,0,40.8,50,85.7,2.69
LAP02825,HP,Windows,Video,47.3,32.2,16,17.3,60,82,53,56,1,1,38.5,4,94.0,1.97
LAP02826,MSI,Windows,Coding,76.4,25.7,16,14.5,144,32,37,25,1,0,39.5,32,91.8,3.85
LAP02827,ASUS,Windows,Office,30.0,20.3,16,13.2,144,44,28,24,1,1,33.0,0,100.0,2.32
LAP02828,Acer,Windows,Gaming,54.7,28.3,8,14.0,60,63,75,91,1,1,50.3,47,90.5,1.97
LAP02829,HP,Linux,Office,73.0,8.0,8,16.9,60,93,42,14,1,1,40.6,48,85.4,5.46
LAP02830,ASUS,Windows,Browsing,56.9,41.1,16,17.3,60,43,83,73,1,0,46.7,6,98.4,2.93
LAP02831,Dell,Windows,Office,75.5,8.0,8,15.5,60,88,54,97,1,1,43.9,41,86.3,5.05
LAP02832,ASUS,Linux,Browsing,48.2,14.9,16,16.1,60,93,93,76,0,1,44.1,59,82.7,3.17
LAP02833,Acer,Windows,Gaming,52.5,21.0,8,17.3,144,66,68,79,1,1,51.0,3,100.0,1.88
LAP02834,ASUS,Windows,Browsing,73.5,13.0,8,13.7,60,69,85,52,1,0,40.2,3,100.0,5.93
LAP02835,Lenovo,Windows,Video,68.4,11.5,8,15.5,60,55,6,94,1,1,34.1,44,89.9,4.79
LAP02836,Acer,macOS,Video,91.0,41.9,4,17.3,60,52,43,64,1,1,38.1,12,96.5,3.64
LAP02837,Apple,Windows,Browsing,56.5,46.6,32,16.2,144,22,78,53,1,1,44.9,58,87.8,1.97
LAP02838,Dell,Windows,Coding,58.0,43.6,16,14.6,144,50,18,86,1,1,31.8,34,94.0,2.53
LAP02839,Lenovo,Windows,Browsing,48.1,35.0,16,15.5,60,79,16,77,1,1,35.5,42,88.6,3.43
LAP02840,Apple,Windows,Office,51.9,54.6,8,17.3,60,48,85,38,1,1,42.8,17,96.3,1.67
LAP02841,ASUS,macOS,Browsing,71.2,21.8,8,15.2,165,63,82,93,1,1,52.5,51,84.6,3.03
LAP02842,Acer,Windows,Gaming,55.0,20.7,16,13.7,60,64,55,50,1,0,39.6,60,83.8,2.44
LAP02843,Dell,Windows,Gaming,42.9,25.1,8,15.9,144,61,14,19,1,0,32.5,42,89.3,1.84
LAP02844,Lenovo,Windows,Browsing,49.4,42.1,32,13.7,75,40,48,63,1,1,44.7,49,85.3,2.46
LAP02845,Apple,Linux,Browsing,53.6,32.0,64,14.0,144,51,44,88,1,0,41.7,45,87.2,2.53
LAP02846,Apple,Windows,Video,43.9,45.7,32,14.3,75,47,97,10,1,1,38.0,10,96.8,1.17
LAP02847,Dell,macOS,Office,48.1,25.8,16,15.0,165,66,64,89,1,1,46.1,12,100.0,2.11
LAP02848,MSI,Windows,Gaming,40.0,8.0,16,13.8,144,66,74,51,1,1,37.5,42,89.2,1.67
LAP02849,ASUS,Windows,Coding,48.7,16.9,32,15.6,60,36,35,84,1,1,41.1,30,92.1,3.33
LAP02850,Dell,Windows,Office,72.5,37.3,16,14.5,60,48,41,53,0,0,41.9,38,88.2,4.19
LAP02851,Apple,Linux,Video,55.7,19.1,16,16.1,60,67,77,68,1,1,43.4,41,84.9,2.38
LAP02852,HP,Linux,Office,91.9,26.1,16,15.1,165,21,62,6,1,0,36.3,5,100.0,5.22
LAP02853,Lenovo,Windows,Gaming,43.5,28.0,16,14.8,60,52,47,11,1,1,39.6,37,91.5,2.01
LAP02854,Dell,Windows,Gaming,62.3,46.7,16,14.8,60,82,75,1,1,1,38.7,49,83.4,1.49
LAP02855,MSI,Linux,Browsing,58.3,35.6,16,17.0,75,87,42,20,1,1,35.2,10,97.6,3.38
LAP02856,Apple,Windows,Browsing,64.8,33.2,16,16.2,90,58,12,95,1,1,39.5,20,93.7,4.74
LAP02857,ASUS,Windows,Gaming,45.9,26.9,16,13.0,60,24,38,68,1,1,44.7,25,95.8,2.12
LAP02858,Apple,Windows,Gaming,49.5,15.0,8,14.3,90,87,21,90,1,1,37.8,14,97.5,2.53
LAP02859,ASUS,Windows,Browsing,61.1,27.9,16,15.1,165,71,21,94,1,1,39.8,23,94.2,3.38
LAP02860,Dell,Windows,Video,47.4,51.1,8,12.0,120,71,98,75,1,1,41.7,59,79.0,1.0
LAP02861,ASUS,Windows,Office,30.0,31.2,32,15.6,75,48,86,35,1,1,46.7,17,93.2,1.21
LAP02862,Acer,Windows,Office,74.7,18.4,8,13.8,60,56,57,20,1,1,36.0,7,99.3,5.93
LAP02863,Acer,Linux,Gaming,68.3,20.0,8,14.0,60,27,19,52,1,0,37.3,40,89.3,3.7
LAP02864,Acer,Windows,Browsing,48.7,42.0,16,14.0,75,39,68,18,1,0,44.5,34,90.5,2.71
LAP02865,MSI,Linux,Gaming,58.3,18.6,16,16.8,75,60,61,2,0,0,37.9,27,93.4,2.74
LAP02866,MSI,Windows,Browsing,70.1,22.6,8,15.9,75,89,24,59,1,1,41.6,28,92.3,4.81
LAP02867,HP,Windows,Coding,75.2,11.3,8,14.4,75,55,65,80,0,1,47.4,46,82.3,4.69
LAP02868,MSI,Windows,Browsing,56.6,21.7,32,14.2,60,51,29,93,1,0,42.1,51,83.1,4.38
LAP02869,Dell,Linux,Coding,46.2,30.7,8,15.2,120,24,82,99,1,1,41.0,45,87.7,1.57
LAP02870,Apple,Windows,Coding,77.0,21.4,4,17.2,60,39,31,72,1,0,32.2,55,81.5,4.46
LAP02871,Apple,Linux,Browsing,56.4,25.3,16,14.6,144,87,51,33,1,1,42.6,1,100.0,3.02
LAP02872,HP,Windows,Coding,52.8,11.2,16,12.4,60,41,32,28,1,0,37.2,17,93.0,4.59
LAP02873,MSI,Windows,Office,58.9,18.3,16,15.2,60,50,10,73,1,1,38.0,0,100.0,4.86
LAP02874,ASUS,macOS,Browsing,72.3,50.6,16,15.4,60,60,45,56,1,1,38.5,59,88.3,2.92
LAP02875,HP,Windows,Video,54.4,23.4,32,15.5,120,24,63,72,1,1,42.1,1,99.5,2.41
LAP02876,ASUS,Windows,Office,69.8,29.4,32,14.9,75,29,99,39,1,1,44.4,44,87.5,2.47
LAP02877,ASUS,macOS,Coding,51.9,15.4,16,15.2,60,94,82,49,0,0,42.4,44,85.9,2.73
LAP02878,Lenovo,Windows,Coding,64.1,25.6,8,13.6,75,56,65,74,0,1,44.8,13,94.5,3.16
LAP02879,Apple,Windows,Coding,40.8,21.8,16,16.5,60,75,84,18,1,1,43.6,27,88.8,1.86
LAP02880,Acer,macOS,Browsing,71.0,38.2,16,14.3,144,43,53,21,1,1,35.2,43,88.0,3.33
LAP02881,MSI,Windows,Office,44.9,37.6,16,14.6,60,35,9,50,1,1,37.5,56,84.3,2.93
LAP02882,ASUS,Linux,Office,61.9,38.9,8,15.6,144,21,100,48,1,0,46.2,59,80.6,1.84
LAP02883,Lenovo,Windows,Video,32.7,26.0,16,15.3,120,34,15,51,0,1,35.6,20,97.4,1.98
LAP02884,Apple,Linux,Video,55.4,49.5,32,17.2,60,60,90,21,1,1,43.2,19,95.0,1.61
LAP02885,Acer,Windows,Coding,57.8,34.6,8,16.8,165,82,44,61,1,1,37.0,33,92.6,2.11
LAP02886,ASUS,macOS,Browsing,44.8,8.0,16,14.3,60,68,96,59,1,1,44.3,33,93.3,3.99
LAP02887,ASUS,Windows,Browsing,53.4,43.5,16,17.3,60,45,74,79,1,0,38.2,45,86.2,2.18
LAP02888,HP,Windows,Browsing,58.9,24.9,8,16.3,60,85,43,80,1,1,42.6,53,87.3,3.67
LAP02889,HP,Windows,Browsing,63.4,38.7,16,15.2,120,48,74,6,1,1,39.3,38,90.7,2.67
LAP02890,Apple,Windows,Office,56.5,12.4,8,14.1,165,89,24,52,1,1,36.6,3,99.1,3.67
LAP02891,Acer,Linux,Browsing,75.0,24.1,16,14.9,90,79,8,30,1,0,32.8,42,87.4,5.74
LAP02892,ASUS,Linux,Browsing,72.4,34.0,16,12.3,144,84,93,3,1,1,42.6,27,89.3,3.05
LAP02893,Apple,Windows,Browsing,54.5,27.9,16,15.8,165,59,17,92,1,1,37.4,38,87.1,2.87
LAP02894,Apple,Linux,Browsing,35.0,23.2,8,13.2,75,30,53,6,1,1,37.6,0,98.0,2.67
LAP02895,Dell,Windows,Browsing,47.7,8.0,8,15.7,75,71,80,93,1,0,50.2,44,89.9,3.6
LAP02896,MSI,Windows,Browsing,30.0,16.1,16,14.3,60,98,13,2,1,1,28.0,7,93.3,2.89
LAP02897,HP,Windows,Office,52.3,13.3,8,15.2,90,92,63,24,1,0,38.7,60,84.0,3.48
LAP02898,Acer,Windows,Coding,76.0,8.0,4,14.1,60,83,7,33,1,1,31.0,59,85.4,6.41
LAP02899,ASUS,Windows,Browsing,66.9,16.5,16,14.0,120,100,100,32,1,0,47.9,15,97.7,3.95
LAP02900,Apple,Linux,Office,56.3,47.3,16,16.0,165,22,15,94,1,1,40.5,50,91.3,2.56
LAP02901,ASUS,Windows,Office,44.1,38.9,16,14.1,144,30,9,87,1,1,40.2,47,85.7,2.12
LAP02902,Dell,Windows,Browsing,56.8,15.0,64,13.7,120,47,39,37,1,1,39.8,44,92.1,4.0
LAP02903,Acer,Windows,Browsing,87.0,17.9,8,13.5,144,81,28,3,1,1,38.7,30,95.2,7.05
LAP02904,Apple,Linux,Office,77.3,18.0,8,16.2,120,67,74,47,1,0,43.6,6,93.9,4.06
LAP02905,ASUS,Windows,Coding,52.7,34.1,16,13.4,75,47,86,73,1,1,43.6,54,81.2,1.66
LAP02906,HP,Windows,Browsing,32.8,29.9,16,15.0,75,65,10,88,1,1,39.6,50,89.0,2.33
LAP02907,MSI,Windows,Browsing,88.1,16.5,8,17.3,60,83,90,100,1,1,47.5,4,100.0,6.23
LAP02908,Dell,Linux,Gaming,44.1,17.8,8,14.0,60,74,46,60,0,1,41.5,1,97.6,2.41
LAP02909,Acer,Windows,Office,63.0,38.0,8,13.9,75,21,47,64,1,1,40.8,40,92.9,2.9
LAP02910,Dell,Linux,Browsing,31.6,43.3,16,16.5,75,94,18,80,1,1,36.0,47,88.1,1.83
LAP02911,HP,Windows,Gaming,50.2,14.2,8,13.3,144,35,80,70,1,0,44.5,52,86.2,1.79
LAP02912,Acer,Linux,Video,31.6,23.6,32,16.5,60,30,29,77,1,1,34.5,3,100.0,2.11
LAP02913,Dell,Windows,Office,37.6,26.5,16,14.5,144,22,88,60,0,1,44.3,9,100.0,1.77
LAP02914,Lenovo,Windows,Office,41.1,22.7,8,16.3,144,74,22,0,1,0,32.1,34,95.3,2.25
LAP02915,HP,Windows,Browsing,62.2,38.6,8,15.6,165,61,28,5,1,0,29.9,0,98.9,3.65
LAP02916,HP,Windows,Browsing,53.6,23.2,4,15.8,60,48,67,73,1,1,42.5,38,90.9,3.68
LAP02917,HP,Windows,Coding,95.7,47.9,16,14.4,60,88,83,20,1,0,47.3,2,100.0,3.58
LAP02918,Lenovo,macOS,Browsing,72.0,39.4,16,14.5,144,50,99,66,0,1,48.7,42,86.2,2.72
LAP02919,Lenovo,macOS,Office,72.3,16.8,4,14.3,90,96,5,82,1,1,33.2,44,85.7,4.59
LAP02920,ASUS,Linux,Gaming,62.6,25.8,16,16.9,120,44,19,27,1,0,33.2,25,92.2,2.86
LAP02921,Apple,Windows,Gaming,59.1,13.3,16,15.0,240,25,58,65,1,1,39.1,16,92.1,1.84
LAP02922,MSI,Windows,Browsing,72.8,20.3,8,17.3,60,79,38,26,1,1,39.2,57,81.7,5.12
LAP02923,Dell,Windows,Coding,30.0,35.4,16,15.3,60,86,56,31,1,1,36.7,41,87.4,1.15
LAP02924,ASUS,Windows,Office,45.7,27.9,8,14.7,60,41,6,11,1,1,30.1,7,99.9,4.09
LAP02925,Dell,macOS,Gaming,34.6,50.4,8,14.7,144,60,40,64,0,0,42.8,29,89.5,1.0
LAP02926,MSI,Windows,Office,30.0,10.3,16,14.0,60,72,27,45,1,1,37.8,7,98.6,3.03
LAP02927,Apple,macOS,Browsing,43.5,24.6,8,15.3,60,79,28,39,1,1,36.0,28,94.6,3.62
LAP02928,Lenovo,Windows,Browsing,37.8,18.9,16,14.9,60,58,36,92,1,0,41.8,50,85.4,2.79
LAP02929,Apple,Linux,Office,72.9,21.2,32,14.1,144,74,55,8,1,0,35.1,57,83.9,3.4
LAP02930,Lenovo,Windows,Office,56.4,25.5,4,14.9,120,49,50,81,1,1,47.1,50,85.4,2.57
LAP02931,MSI,Linux,Video,30.0,16.9,8,14.3,60,90,17,61,1,1,33.8,17,94.8,1.9
LAP02932,Apple,Windows,Coding,59.7,36.5,16,15.4,60,21,18,99,1,1,41.3,23,95.9,3.58
LAP02933,ASUS,Windows,Office,39.8,46.0,8,16.0,60,27,21,15,1,1,35.5,8,100.0,2.74
LAP02934,Acer,Linux,Office,55.9,8.0,8,14.1,144,82,20,98,1,0,45.1,19,92.7,3.99
LAP02935,ASUS,Windows,Browsing,60.9,41.7,16,14.4,60,78,36,99,1,1,41.7,51,85.9,2.92
LAP02936,Dell,Windows,Gaming,43.7,55.2,32,13.7,75,47,83,67,1,1,42.2,43,91.9,1.0
LAP02937,ASUS,Windows,Gaming,58.3,27.3,8,16.6,90,93,99,39,1,0,46.1,12,99.0,1.63
LAP02938,MSI,Windows,Gaming,61.0,17.7,32,12.5,165,57,16,34,1,1,32.0,36,93.8,3.08
LAP02939,HP,Windows,Gaming,52.5,18.1,16,14.1,60,37,7,82,1,1,35.2,18,94.1,3.04
LAP02940,Dell,Windows,Browsing,44.2,21.3,16,16.0,60,81,79,59,1,1,40.2,4,97.9,2.73
LAP02941,Apple,Windows,Browsing,55.0,30.2,16,14.1,60,96,57,69,1,1,39.9,35,93.5,3.48
LAP02942,Dell,Windows,Coding,52.9,19.9,4,14.1,75,42,47,94,1,1,42.5,23,96.1,3.32
LAP02943,Acer,Windows,Gaming,59.7,24.0,8,15.9,120,84,9,90,1,1,35.1,52,84.7,2.25
LAP02944,Lenovo,Windows,Browsing,51.0,13.5,8,11.8,75,59,51,2,1,0,34.6,54,86.4,4.58
LAP02945,Apple,Linux,Browsing,37.1,19.5,4,15.0,144,79,31,52,1,1,39.9,51,88.9,2.27
LAP02946,Dell,Linux,Video,52.5,20.1,64,14.2,90,24,56,99,1,1,45.5,33,88.9,2.42
LAP02947,Apple,Windows,Browsing,59.9,24.6,16,14.3,60,37,60,58,1,1,44.3,46,87.6,4.1
LAP02948,Apple,Windows,Office,57.8,8.0,16,16.5,144,57,84,35,1,0,45.1,7,100.0,4.02
LAP02949,Apple,Windows,Coding,53.3,21.0,16,15.0,60,48,84,65,1,0,45.8,45,87.9,2.68
LAP02950,Lenovo,Windows,Browsing,47.7,22.4,64,13.4,75,45,84,36,1,1,42.0,3,93.7,3.18
LAP02951,MSI,Windows,Browsing,46.9,27.2,32,12.9,240,79,90,78,1,1,47.0,43,87.1,1.62
LAP02952,ASUS,Windows,Video,48.5,41.8,16,14.9,144,55,72,100,1,1,44.5,56,84.1,1.27
LAP02953,Apple,Windows,Coding,71.1,23.8,8,13.1,144,48,100,86,1,1,45.6,37,88.9,2.5
LAP02954,HP,Windows,Gaming,40.8,10.4,4,16.7,90,50,95,43,1,0,47.4,7,99.5,1.73
LAP02955,MSI,Windows,Office,56.4,26.6,8,13.5,60,82,19,63,1,0,39.5,8,99.6,3.79
LAP02956,Acer,Windows,Browsing,36.1,16.5,4,15.0,240,32,23,50,1,1,37.8,40,93.0,1.94
LAP02957,Lenovo,Windows,Video,66.5,16.2,4,12.3,60,90,30,5,1,1,33.4,47,89.8,4.72
LAP02958,Dell,Windows,Coding,47.0,21.4,32,12.3,144,59,83,96,1,1,48.4,40,85.7,1.82
LAP02959,Lenovo,Windows,Browsing,42.6,18.8,32,14.7,165,89,49,68,1,1,44.0,54,85.6,2.25
LAP02960,Dell,macOS,Video,58.2,12.2,16,17.3,144,21,14,20,0,1,29.6,30,89.2,3.82
LAP02961,Lenovo,Windows,Browsing,30.0,19.2,16,14.2,60,27,30,56,1,1,37.6,30,97.1,2.54
LAP02962,Dell,Windows,Office,35.5,30.5,16,16.0,144,93,12,27,1,0,37.2,59,83.9,1.83
LAP02963,Apple,Windows,Browsing,60.4,25.5,8,14.3,120,62,84,84,1,1,47.2,50,80.9,2.62
LAP02964,ASUS,Windows,Office,70.2,13.1,32,16.4,120,68,97,23,1,1,45.8,39,89.4,3.64
LAP02965,Dell,Windows,Office,61.8,14.7,8,14.9,144,41,36,91,1,1,46.7,6,97.3,3.82
LAP02966,Dell,Windows,Coding,57.1,26.5,16,13.3,75,93,25,74,1,1,42.6,24,95.5,3.02
LAP02967,HP,Linux,Video,91.2,13.2,8,14.7,60,54,100,62,1,0,43.2,12,97.7,5.63
LAP02968,Dell,Windows,Gaming,62.4,14.2,32,12.5,90,38,49,21,1,0,40.9,4,99.6,3.58
LAP02969,HP,Windows,Browsing,39.3,18.1,16,13.8,60,23,59,33,1,1,40.9,60,84.2,3.25
LAP02970,Acer,Windows,Browsing,70.4,13.3,16,15.5,120,38,16,36,1,1,38.1,51,87.6,5.55
LAP02971,Apple,Windows,Browsing,45.4,26.2,8,14.1,75,39,52,40,1,1,31.6,17,94.5,3.26
LAP02972,HP,macOS,Browsing,44.4,21.3,8,14.4,75,23,63,80,1,1,46.1,6,100.0,3.14
LAP02973,ASUS,Windows,Coding,34.3,41.9,16,16.3,60,68,78,78,0,1,46.6,37,84.9,1.09
LAP02974,MSI,Windows,Video,48.8,11.1,8,14.3,60,45,74,92,1,0,47.5,53,86.1,2.63
LAP02975,Apple,Linux,Video,36.6,38.8,32,15.7,120,22,41,97,1,0,39.4,41,91.4,1.33
LAP02976,HP,Linux,Browsing,63.4,27.8,32,14.2,120,71,86,42,1,1,44.5,14,97.4,3.27
LAP02977,Apple,Windows,Office,53.1,42.9,16,16.3,75,55,35,21,1,0,37.8,55,87.3,2.47
LAP02978,Apple,Windows,Office,34.6,41.3,8,16.8,144,60,7,90,1,0,42.7,48,89.0,1.66
LAP02979,Apple,Windows,Browsing,53.8,19.9,16,12.2,90,89,73,14,1,0,41.4,44,88.3,3.39
LAP02980,Acer,Windows,Coding,69.9,8.1,8,13.6,144,70,63,20,1,1,40.9,32,88.9,4.8
LAP02981,ASUS,Linux,Gaming,79.3,23.2,4,14.7,60,35,37,51,1,1,38.6,51,82.7,3.37
LAP02982,Lenovo,Windows,Office,30.0,8.0,4,14.0,60,66,40,3,1,1,31.1,30,90.4,3.24
LAP02983,Lenovo,Windows,Video,43.3,32.9,4,16.2,60,99,78,46,1,1,45.3,55,86.8,1.43
LAP02984,HP,Windows,Coding,35.7,26.8,16,15.3,60,65,7,17,1,0,32.3,52,85.7,2.57
LAP02985,Apple,Windows,Browsing,60.3,17.8,8,13.7,165,74,79,70,1,1,49.2,8,100.0,3.22
